----------------------------------------------------------------------------------------------------------------
Search Criteria:,
"     Text Search: "STRIDES" (advanced)"
"     Limit to: Project Title"
----------------------------------------------------------------------------------------------------------------
"NIH Spending Categorization","Project Terms","Project Title","Public Health Relevance","Administering IC","Application ID","Award Notice Date","FOA","Project Number","Type","Activity","IC","Serial Number","Support Year","Suffix","Program Official Information","Project Start Date","Project End Date","Study Section","Subproject Number","Contact PI Person ID","Contact PI / Project Leader","Other PI or Project Leader(s)","Congressional District","Department","DUNS Number","FIPS","Latitude","Longitude","Organization ID (IPF)","Organization Name","Organization City","Organization State","Organization Type","Organization Zip","Organization Country","ARRA Indicator","Budget Start Date","Budget End Date","CFDA Code","Funding Mechanism","Fiscal Year","Total Cost","Total Cost (Sub Projects)","Funding IC(s)","Direct Cost IC","InDirect Cost IC","NIH COVID-19 Response","Total Cost IC",
"No NIH Category available"," ","STRIDES ","n/a","OD","10477478","9/21/2021 12:00:00 AM"," ","3OT2OD027060-01S8","3","OT2","OD","027060","01","S","WEBER, MICHAEL NICHOLAS N","8/1/2018 12:00:00 AM","7/31/2022 12:00:00 AM","ZHL1-SRC(99)"," ","15584968","DRINKWINE, TERRY ","Not Applicable","11","Unavailable","088365767","US"," "," ","10051506","CARAHSOFT TECHNOLOGY CORPORATION","RESTON","VA","Domestic For-Profits","201905328","UNITED STATES","N","9/21/2021 12:00:00 AM","7/31/2022 12:00:00 AM","310","Other","2021","5415229"," ","NCI","300000","0"," ","300000",
"No NIH Category available"," ","STRIDES ","n/a","OD","10477478","9/21/2021 12:00:00 AM"," ","3OT2OD027060-01S8","3","OT2","OD","027060","01","S","WEBER, MICHAEL NICHOLAS N","8/1/2018 12:00:00 AM","7/31/2022 12:00:00 AM","ZHL1-SRC(99)"," ","15584968","DRINKWINE, TERRY ","Not Applicable","11","Unavailable","088365767","US"," "," ","10051506","CARAHSOFT TECHNOLOGY CORPORATION","RESTON","VA","Domestic For-Profits","201905328","UNITED STATES","N","9/21/2021 12:00:00 AM","7/31/2022 12:00:00 AM","310","Other","2021","5415229"," ","NIA","572322","0"," ","572322",
"No NIH Category available"," ","STRIDES ","n/a","OD","10477478","9/21/2021 12:00:00 AM"," ","3OT2OD027060-01S8","3","OT2","OD","027060","01","S","WEBER, MICHAEL NICHOLAS N","8/1/2018 12:00:00 AM","7/31/2022 12:00:00 AM","ZHL1-SRC(99)"," ","15584968","DRINKWINE, TERRY ","Not Applicable","11","Unavailable","088365767","US"," "," ","10051506","CARAHSOFT TECHNOLOGY CORPORATION","RESTON","VA","Domestic For-Profits","201905328","UNITED STATES","N","9/21/2021 12:00:00 AM","7/31/2022 12:00:00 AM","310","Other","2021","5415229"," ","NLM","100000","0"," ","100000",
"No NIH Category available"," ","STRIDES ","n/a","OD","10477478","9/21/2021 12:00:00 AM"," ","3OT2OD027060-01S8","3","OT2","OD","027060","01","S","WEBER, MICHAEL NICHOLAS N","8/1/2018 12:00:00 AM","7/31/2022 12:00:00 AM","ZHL1-SRC(99)"," ","15584968","DRINKWINE, TERRY ","Not Applicable","11","Unavailable","088365767","US"," "," ","10051506","CARAHSOFT TECHNOLOGY CORPORATION","RESTON","VA","Domestic For-Profits","201905328","UNITED STATES","N","9/21/2021 12:00:00 AM","7/31/2022 12:00:00 AM","310","Other","2021","5415229"," ","NINDS","881","0"," ","881",
"No NIH Category available"," ","STRIDES","n/a","OD","10477477","9/16/2021 12:00:00 AM","RFA-OT-A1-038","3OT2OD027852-01SC","3","OT2","OD","027852","01","S","WEBER, MICHAEL NICHOLAS N","9/27/2018 12:00:00 AM","9/23/2022 12:00:00 AM","ZOD1-SRC(99)"," ","15679024","LIPKIN, JOEL A","Not Applicable","10","Unavailable","089896737","US"," "," ","10052403","FOUR POINTS TECHNOLOGY, LLC","CHANTILLY","VA","Domestic For-Profits","201513834","UNITED STATES","N","9/16/2021 12:00:00 AM","9/23/2022 12:00:00 AM","310","Other","2021","6152486"," ","NLM","100000","0"," ","100000",
"No NIH Category available"," ","STRIDES","n/a","OD","10477477","9/16/2021 12:00:00 AM","RFA-OT-A1-038","3OT2OD027852-01SC","3","OT2","OD","027852","01","S","WEBER, MICHAEL NICHOLAS N","9/27/2018 12:00:00 AM","9/23/2022 12:00:00 AM","ZOD1-SRC(99)"," ","15679024","LIPKIN, JOEL A","Not Applicable","10","Unavailable","089896737","US"," "," ","10052403","FOUR POINTS TECHNOLOGY, LLC","CHANTILLY","VA","Domestic For-Profits","201513834","UNITED STATES","N","9/16/2021 12:00:00 AM","9/23/2022 12:00:00 AM","310","Other","2021","6152486"," ","NIAID","350000","0"," ","350000",
"No NIH Category available"," ","STRIDES","n/a","OD","10477477","9/16/2021 12:00:00 AM","RFA-OT-A1-038","3OT2OD027852-01SC","3","OT2","OD","027852","01","S","WEBER, MICHAEL NICHOLAS N","9/27/2018 12:00:00 AM","9/23/2022 12:00:00 AM","ZOD1-SRC(99)"," ","15679024","LIPKIN, JOEL A","Not Applicable","10","Unavailable","089896737","US"," "," ","10052403","FOUR POINTS TECHNOLOGY, LLC","CHANTILLY","VA","Domestic For-Profits","201513834","UNITED STATES","N","9/16/2021 12:00:00 AM","9/23/2022 12:00:00 AM","310","Other","2021","6152486"," ","NIMH","100000","0"," ","100000",
"No NIH Category available"," ","STRIDES","n/a","OD","10477477","9/16/2021 12:00:00 AM","RFA-OT-A1-038","3OT2OD027852-01SC","3","OT2","OD","027852","01","S","WEBER, MICHAEL NICHOLAS N","9/27/2018 12:00:00 AM","9/23/2022 12:00:00 AM","ZOD1-SRC(99)"," ","15679024","LIPKIN, JOEL A","Not Applicable","10","Unavailable","089896737","US"," "," ","10052403","FOUR POINTS TECHNOLOGY, LLC","CHANTILLY","VA","Domestic For-Profits","201513834","UNITED STATES","N","9/16/2021 12:00:00 AM","9/23/2022 12:00:00 AM","310","Other","2021","6152486"," ","NEI","27500","0"," ","27500",
"No NIH Category available"," ","STRIDES","n/a","OD","10477477","9/16/2021 12:00:00 AM","RFA-OT-A1-038","3OT2OD027852-01SC","3","OT2","OD","027852","01","S","WEBER, MICHAEL NICHOLAS N","9/27/2018 12:00:00 AM","9/23/2022 12:00:00 AM","ZOD1-SRC(99)"," ","15679024","LIPKIN, JOEL A","Not Applicable","10","Unavailable","089896737","US"," "," ","10052403","FOUR POINTS TECHNOLOGY, LLC","CHANTILLY","VA","Domestic For-Profits","201513834","UNITED STATES","N","9/16/2021 12:00:00 AM","9/23/2022 12:00:00 AM","310","Other","2021","6152486"," ","NCI","1624000","0"," ","1624000",
"No NIH Category available"," ","STRIDES","n/a","OD","10477477","9/16/2021 12:00:00 AM","RFA-OT-A1-038","3OT2OD027852-01SC","3","OT2","OD","027852","01","S","WEBER, MICHAEL NICHOLAS N","9/27/2018 12:00:00 AM","9/23/2022 12:00:00 AM","ZOD1-SRC(99)"," ","15679024","LIPKIN, JOEL A","Not Applicable","10","Unavailable","089896737","US"," "," ","10052403","FOUR POINTS TECHNOLOGY, LLC","CHANTILLY","VA","Domestic For-Profits","201513834","UNITED STATES","N","9/16/2021 12:00:00 AM","9/23/2022 12:00:00 AM","310","Other","2021","6152486"," ","OD","3950986","0"," ","3950986",
"No NIH Category available"," ","NIH STRIDES - Azure and Associated Services and Training.","n/a","OD","10405296","9/24/2021 12:00:00 AM","RFA-OT-A2-006","1OT2OD032100-01","1","OT2","OD","032100","01"," ","WEBER, MICHAEL NICHOLAS N","9/25/2021 12:00:00 AM","6/30/2026 12:00:00 AM","ZOD1-SRC(99)"," ","78171056","HAMMONDODWYER, AMY K","SIDDIQUI, ERUM ","31","Unavailable","149530219","US"," "," ","10065401","DELL FEDERAL SYSTEMS L.P.","ROUND ROCK","TX","Domestic For-Profits","786827000","UNITED STATES","N","9/25/2021 12:00:00 AM","9/24/2022 12:00:00 AM","310","Other","2021","2392183"," ","OD","2392183","0"," ","2392183",
"No NIH Category available","Animal Model;Arkansas;Award;Bioinformatics;Biomedical Research;Computers and Advanced Instrumentation;Data;Data Analyses;Development;Disease;Face;Funding;Goals;Human Resources;Infrastructure;Malignant Neoplasms;Mission;National Institute of General Medical Sciences;Oklahoma;Positioning Attribute;Proteomics;Publications;Puerto Rico;Research;Research Personnel;Research Support;Resources;Sampling;Services;Training;Translational Research;United States;United States National Institutes of Health;base;bioinformatics resource;cost;fundamental research;human disease;instrument;instrumentation;outreach;programs;response;user-friendly","IDeA National Resource for Quantitative Proteomics - Google/STRIDES Admin Supplement","NARRATIVE
 Defined regions of the United States that have historically received lower levels of NIH funding face specific
challenges for accessing key research resources to facilitate biomedical research within the mission of the
National Institute of General Medical Sciences (NIGMS). To alleviate one such challenge in these regions, we
will provide access to a national quantitative proteomics resource through the IDeA National Resource for
Quantitative Proteomics. We will provide investigators in these regions of the United States access to user-
friendly services for state-of-the-art, quantitative proteomics that will guide the user from service request to
sample analysis to delivery of publication ready data.","NIGMS","10409203","8/5/2021 12:00:00 AM","PA-20-272","3R24GM137786-02S1","3","R24","GM","137786","02","S","LIU, CHRISTINA","8/20/2020 12:00:00 AM","5/31/2025 12:00:00 AM"," "," ","8542361","TACKETT, ALAN ","KINTER, MICHAEL T","02","BIOCHEMISTRY","122452563","US","34.751472","-92.320637","1471106","UNIV OF ARKANSAS FOR MED SCIS","LITTLE ROCK","AR","SCHOOLS OF MEDICINE","722057101","UNITED STATES","N","6/1/2021 12:00:00 AM","5/31/2022 12:00:00 AM","859","Other Research-Related","2021","138320"," ","NIGMS","91000","47320"," ","138320",
"No NIH Category available","AIDS prevention;AIDS/HIV problem;Address;Adherence;Affect;African American;American;Area;Attitude;Awareness;Behavior;COVID-19 morbidity;Caring;Clinic;Cluster randomized trial;Communities;Continuity of Patient Care;County;Diagnosis;Discrimination;Drug usage;Drug user;Educational Curriculum;Ensure;Frequencies;Goals;HIV;HIV diagnosis;Health;Health Personnel;Human;Human immunodeficiency virus test;Incidence;Intervention;Interview;Manuals;Medical;Methods;Modification;North Carolina;Opioid;Outcome;Pharmaceutical Preparations;Population;Populations at Risk;Prevention;Process;Public Health;Qualitative Research;Reporting;Research;Research Methodology;Research Priority;Risk;Service setting;Services;Stigmatization;Surveys;Testing;Training;United States National Institutes of Health;acceptability and feasibility;antiretroviral therapy;efficacy testing;evidence base;experience;health care settings;health disparity;health service use;improved;injection drug use;innovation;intervention program;mortality;pre-exposure prophylaxis;prevention service;racial disparity;response;social stigma;transmission process;treatment services","STRIDES (Strategies To Reduce Intersectional Drug usE Stigma): A mixed-methods, human-centered approach to address barriers to HIV services","PROJECT NARRATIVE
The proposed research is relevant to public health because it seeks to address a significant barrier to HIV
services for a key population and in the region most affected by HIV in the US. The proposed research aims to
use mixed methods to elucidate how drug use stigma impacts engagement and retention in HIV services. The
findings will be used to select and adapt an evidence-informed HIV stigma-reduction intervention to address
drug use stigma.","NIDA","10233273","4/16/2021 12:00:00 AM","RFA-DA-21-002","1R21DA053694-01","1","R21","DA","053694","01"," ","HARTSOCK, PETER","5/1/2021 12:00:00 AM","4/30/2023 12:00:00 AM","ZDA1-PXN-F(21)R"," ","11207604","BROWNE, FELICIA AMIRA","Not Applicable","04","Unavailable","004868105","US","35.366248","-79.429394","6939101","RESEARCH TRIANGLE INSTITUTE","RESEARCH TRIANGLE PARK","NC","Research Institutes","277092194","UNITED STATES","N","5/1/2021 12:00:00 AM","4/30/2022 12:00:00 AM","279","Non-SBIR/STTR","2021","245940"," ","NIDA","150000","95940"," ","245940",
"Data Science; Networking and Information Technology R&D (NITRD); Neurosciences","Address;Biomedical Research;Cloud Computing;Cloud Service;Communities;Data;Data Commons;Data Science;Data Set;Economics;FAIR principles;Funding;Goals;Image;Individual;Modeling;Modernization;Phase;Policies;Procedures;Process;Research Infrastructure;Research Personnel;Science;Series;Services;Strategic Planning;Technology;Testing;United States National Institutes of Health;Work;cloud storage;computerized tools;data ecosystem;data warehouse;large datasets;programs;service providers","STRIDES","n/a","OD","10261709","9/21/2020 12:00:00 AM","RFA-OT-A1-038","3OT2OD027852-01S6","3","OT2","OD","027852","01","S","WEBER, MICHAEL NICHOLAS N","9/27/2018 12:00:00 AM","9/23/2022 12:00:00 AM","ZOD1-SRC(99)"," ","15679024","LIPKIN, JOEL A","Not Applicable","10","Unavailable","089896737","US"," "," ","10052403","FOUR POINTS TECHNOLOGY, LLC","CHANTILLY","VA","Domestic For-Profits","201513834","UNITED STATES","N","9/23/2020 12:00:00 AM","9/23/2022 12:00:00 AM","310","Other","2020","925929"," ","NINDS","925929"," "," ","925929",
"Aging; Cancer; Data Science; Health Disparities; Networking and Information Technology R&D (NITRD)","Address;Biomedical Research;Cloud Computing;Cloud Service;Communities;Data;Data Commons;Data Science;Data Set;Economics;FAIR principles;Funding;Goals;Image;Individual;Modeling;Modernization;Phase;Policies;Procedures;Process;Research Infrastructure;Research Personnel;Science;Series;Services;Strategic Planning;Technology;Testing;United States National Institutes of Health;Work;cloud storage;computerized tools;data ecosystem;data warehouse;large datasets;programs;service providers","STRIDES ","n/a","OD","10260822","9/17/2020 12:00:00 AM"," ","3OT2OD027060-01S4","3","OT2","OD","027060","01","S","WEBER, MICHAEL NICHOLAS N","8/1/2018 12:00:00 AM","7/31/2022 12:00:00 AM","ZHL1-SRC(99)"," ","15584968","DRINKWINE, TERRY ","Not Applicable","11","Unavailable","088365767","US"," "," ","10051506","CARAHSOFT TECHNOLOGY CORPORATION","RESTON","VA","Domestic For-Profits","201905328","UNITED STATES","N","9/15/2020 12:00:00 AM","7/31/2022 12:00:00 AM","310","Other","2020","4505705"," ","NIA","456205","0"," ","456205",
"Aging; Cancer; Data Science; Health Disparities; Networking and Information Technology R&D (NITRD)","Address;Biomedical Research;Cloud Computing;Cloud Service;Communities;Data;Data Commons;Data Science;Data Set;Economics;FAIR principles;Funding;Goals;Image;Individual;Modeling;Modernization;Phase;Policies;Procedures;Process;Research Infrastructure;Research Personnel;Science;Series;Services;Strategic Planning;Technology;Testing;United States National Institutes of Health;Work;cloud storage;computerized tools;data ecosystem;data warehouse;large datasets;programs;service providers","STRIDES ","n/a","OD","10260822","9/17/2020 12:00:00 AM"," ","3OT2OD027060-01S4","3","OT2","OD","027060","01","S","WEBER, MICHAEL NICHOLAS N","8/1/2018 12:00:00 AM","7/31/2022 12:00:00 AM","ZHL1-SRC(99)"," ","15584968","DRINKWINE, TERRY ","Not Applicable","11","Unavailable","088365767","US"," "," ","10051506","CARAHSOFT TECHNOLOGY CORPORATION","RESTON","VA","Domestic For-Profits","201905328","UNITED STATES","N","9/15/2020 12:00:00 AM","7/31/2022 12:00:00 AM","310","Other","2020","4505705"," ","NCI","5000","0"," ","5000",
"Aging; Cancer; Data Science; Health Disparities; Networking and Information Technology R&D (NITRD)","Address;Biomedical Research;Cloud Computing;Cloud Service;Communities;Data;Data Commons;Data Science;Data Set;Economics;FAIR principles;Funding;Goals;Image;Individual;Modeling;Modernization;Phase;Policies;Procedures;Process;Research Infrastructure;Research Personnel;Science;Series;Services;Strategic Planning;Technology;Testing;United States National Institutes of Health;Work;cloud storage;computerized tools;data ecosystem;data warehouse;large datasets;programs;service providers","STRIDES ","n/a","OD","10260822","9/17/2020 12:00:00 AM"," ","3OT2OD027060-01S4","3","OT2","OD","027060","01","S","WEBER, MICHAEL NICHOLAS N","8/1/2018 12:00:00 AM","7/31/2022 12:00:00 AM","ZHL1-SRC(99)"," ","15584968","DRINKWINE, TERRY ","Not Applicable","11","Unavailable","088365767","US"," "," ","10051506","CARAHSOFT TECHNOLOGY CORPORATION","RESTON","VA","Domestic For-Profits","201905328","UNITED STATES","N","9/15/2020 12:00:00 AM","7/31/2022 12:00:00 AM","310","Other","2020","4505705"," ","OD","4044500","0"," ","4044500",
"Data Science; Networking and Information Technology R&D (NITRD)","Address;Biomedical Research;Cloud Computing;Cloud Service;Communities;Data;Data Commons;Data Science;Data Set;Economics;FAIR principles;Funding;Goals;Image;Individual;Modeling;Modernization;Phase;Policies;Procedures;Process;Research Infrastructure;Research Personnel;Science;Series;Services;Strategic Planning;Technology;Testing;United States National Institutes of Health;Work;cloud storage;computerized tools;data ecosystem;data warehouse;large datasets;programs;service providers","STRIDES","n/a","OD","10217803","7/27/2020 12:00:00 AM","RFA-OT-A1-038","3OT2OD027852-01S4","3","OT2","OD","027852","01","S","WEBER, MICHAEL NICHOLAS N","9/27/2018 12:00:00 AM","9/23/2022 12:00:00 AM","ZOD1-SRC(99)"," ","15679024","LIPKIN, JOEL A","Not Applicable","10","Unavailable","089896737","US"," "," ","10052403","FOUR POINTS TECHNOLOGY, LLC","CHANTILLY","VA","Domestic For-Profits","201513834","UNITED STATES","N","7/24/2020 12:00:00 AM","9/23/2022 12:00:00 AM","310","Other","2020","1040000"," ","NIAID","40000","0"," ","40000",
"Data Science; Networking and Information Technology R&D (NITRD)","Address;Biomedical Research;Cloud Computing;Cloud Service;Communities;Data;Data Commons;Data Science;Data Set;Economics;FAIR principles;Funding;Goals;Image;Individual;Modeling;Modernization;Phase;Policies;Procedures;Process;Research Infrastructure;Research Personnel;Science;Series;Services;Strategic Planning;Technology;Testing;United States National Institutes of Health;Work;cloud storage;computerized tools;data ecosystem;data warehouse;large datasets;programs;service providers","STRIDES","n/a","OD","10217803","7/27/2020 12:00:00 AM","RFA-OT-A1-038","3OT2OD027852-01S4","3","OT2","OD","027852","01","S","WEBER, MICHAEL NICHOLAS N","9/27/2018 12:00:00 AM","9/23/2022 12:00:00 AM","ZOD1-SRC(99)"," ","15679024","LIPKIN, JOEL A","Not Applicable","10","Unavailable","089896737","US"," "," ","10052403","FOUR POINTS TECHNOLOGY, LLC","CHANTILLY","VA","Domestic For-Profits","201513834","UNITED STATES","N","7/24/2020 12:00:00 AM","9/23/2022 12:00:00 AM","310","Other","2020","1040000"," ","OD","1000000","0"," ","1000000",
"Coronaviruses; Data Science; Networking and Information Technology R&D (NITRD)","Address;Biomedical Research;Cloud Computing;Cloud Service;Communities;Data;Data Commons;Data Science;Data Set;Economics;FAIR principles;Funding;Goals;Image;Individual;Modeling;Modernization;Phase;Policies;Procedures;Process;Research Infrastructure;Research Personnel;Science;Series;Services;Strategic Planning;Technology;Testing;United States National Institutes of Health;Work;cloud storage;computerized tools;data ecosystem;data warehouse;large datasets;programs;service providers","STRIDES ","n/a","OD","10261708","9/22/2020 12:00:00 AM"," ","3OT2OD027060-01S5","3","OT2","OD","027060","01","S","WEBER, MICHAEL NICHOLAS N","8/1/2018 12:00:00 AM","7/31/2022 12:00:00 AM","ZHL1-SRC(99)"," ","15584968","DRINKWINE, TERRY ","Not Applicable","11","Unavailable","088365767","US"," "," ","10051506","CARAHSOFT TECHNOLOGY CORPORATION","RESTON","VA","Domestic For-Profits","201905328","UNITED STATES","N","9/23/2020 12:00:00 AM","7/31/2022 12:00:00 AM","310","Other","2020","10000"," ","OD","10000"," ","C4","10000",
"Aging; Data Science; Networking and Information Technology R&D (NITRD)","Address;Biomedical Research;Cloud Computing;Cloud Service;Communities;Data;Data Commons;Data Science;Data Set;Economics;FAIR principles;Funding;Goals;Image;Individual;Modeling;Modernization;Phase;Policies;Procedures;Process;Research Infrastructure;Research Personnel;Science;Series;Services;Strategic Planning;Technology;Testing;United States National Institutes of Health;Work;cloud storage;computerized tools;data ecosystem;data warehouse;large datasets;programs;service providers","STRIDES","n/a","OD","10213185","7/15/2020 12:00:00 AM","RFA-OT-A1-038","3OT2OD027852-01S3","3","OT2","OD","027852","01","S","WEBER, MICHAEL NICHOLAS N","9/27/2018 12:00:00 AM","9/23/2022 12:00:00 AM","ZOD1-SRC(99)"," ","15679024","LIPKIN, JOEL A","Not Applicable","10","Unavailable","089896737","US"," "," ","10052403","FOUR POINTS TECHNOLOGY, LLC","CHANTILLY","VA","Domestic For-Profits","201513834","UNITED STATES","N","9/27/2018 12:00:00 AM","9/23/2022 12:00:00 AM","310","Other","2020","30000"," ","NIA","30000","0"," ","30000",
"Aging; Cancer; Mental Health"," ","STRIDES ","n/a","OD","10213184","7/27/2020 12:00:00 AM"," ","3OT2OD027060-01S3","3","OT2","OD","027060","01","S","WEBER, MICHAEL NICHOLAS N","8/1/2018 12:00:00 AM","7/31/2022 12:00:00 AM","ZHL1-SRC(99)"," ","15584968","DRINKWINE, TERRY ","Not Applicable","11","Unavailable","088365767","US"," "," ","10051506","CARAHSOFT TECHNOLOGY CORPORATION","RESTON","VA","Domestic For-Profits","201905328","UNITED STATES","N","7/24/2020 12:00:00 AM","7/31/2022 12:00:00 AM","310","Other","2020","574800"," ","NIAID","300","0"," ","300",
"Aging; Cancer; Mental Health"," ","STRIDES ","n/a","OD","10213184","7/27/2020 12:00:00 AM"," ","3OT2OD027060-01S3","3","OT2","OD","027060","01","S","WEBER, MICHAEL NICHOLAS N","8/1/2018 12:00:00 AM","7/31/2022 12:00:00 AM","ZHL1-SRC(99)"," ","15584968","DRINKWINE, TERRY ","Not Applicable","11","Unavailable","088365767","US"," "," ","10051506","CARAHSOFT TECHNOLOGY CORPORATION","RESTON","VA","Domestic For-Profits","201905328","UNITED STATES","N","7/24/2020 12:00:00 AM","7/31/2022 12:00:00 AM","310","Other","2020","574800"," ","NCI","48000","0"," ","48000",
"Aging; Cancer; Mental Health"," ","STRIDES ","n/a","OD","10213184","7/27/2020 12:00:00 AM"," ","3OT2OD027060-01S3","3","OT2","OD","027060","01","S","WEBER, MICHAEL NICHOLAS N","8/1/2018 12:00:00 AM","7/31/2022 12:00:00 AM","ZHL1-SRC(99)"," ","15584968","DRINKWINE, TERRY ","Not Applicable","11","Unavailable","088365767","US"," "," ","10051506","CARAHSOFT TECHNOLOGY CORPORATION","RESTON","VA","Domestic For-Profits","201905328","UNITED STATES","N","7/24/2020 12:00:00 AM","7/31/2022 12:00:00 AM","310","Other","2020","574800"," ","NIA","500000","0"," ","500000",
"Aging; Cancer; Mental Health"," ","STRIDES ","n/a","OD","10213184","7/27/2020 12:00:00 AM"," ","3OT2OD027060-01S3","3","OT2","OD","027060","01","S","WEBER, MICHAEL NICHOLAS N","8/1/2018 12:00:00 AM","7/31/2022 12:00:00 AM","ZHL1-SRC(99)"," ","15584968","DRINKWINE, TERRY ","Not Applicable","11","Unavailable","088365767","US"," "," ","10051506","CARAHSOFT TECHNOLOGY CORPORATION","RESTON","VA","Domestic For-Profits","201905328","UNITED STATES","N","7/24/2020 12:00:00 AM","7/31/2022 12:00:00 AM","310","Other","2020","574800"," ","NIMH","25000","0"," ","25000",
"Aging; Cancer; Mental Health"," ","STRIDES ","n/a","OD","10213184","7/27/2020 12:00:00 AM"," ","3OT2OD027060-01S3","3","OT2","OD","027060","01","S","WEBER, MICHAEL NICHOLAS N","8/1/2018 12:00:00 AM","7/31/2022 12:00:00 AM","ZHL1-SRC(99)"," ","15584968","DRINKWINE, TERRY ","Not Applicable","11","Unavailable","088365767","US"," "," ","10051506","CARAHSOFT TECHNOLOGY CORPORATION","RESTON","VA","Domestic For-Profits","201905328","UNITED STATES","N","7/24/2020 12:00:00 AM","7/31/2022 12:00:00 AM","310","Other","2020","574800"," ","NIMHD","1500","0"," ","1500",
"Aging; Data Science; Networking and Information Technology R&D (NITRD); Neurosciences","Address;Biomedical Research;Cloud Computing;Cloud Service;Communities;Data;Data Commons;Data Science;Data Set;Economics;FAIR principles;Funding;Goals;Image;Individual;Modeling;Modernization;Phase;Policies;Procedures;Process;Research Infrastructure;Research Personnel;Science;Series;Services;Strategic Planning;Technology;Testing;United States National Institutes of Health;Work;cloud storage;computerized tools;data ecosystem;data warehouse;large datasets;programs;service providers","STRIDES ","n/a","OD","10071413","12/20/2019 12:00:00 AM"," ","3OT2OD027060-01S2","3","OT2","OD","027060","01","S","WEBER, MICHAEL NICHOLAS N","8/1/2018 12:00:00 AM","7/31/2022 12:00:00 AM","ZHL1-SRC(99)"," ","15584968","DRINKWINE, TERRY ","Not Applicable","11","Unavailable","088365767","US"," "," ","10051506","CARAHSOFT TECHNOLOGY CORPORATION","RESTON","VA","Domestic For-Profits","201905328","UNITED STATES","N","8/1/2018 12:00:00 AM","7/31/2022 12:00:00 AM","310","Other","2020","2365375"," ","NINDS","94100","0"," ","94100",
"Aging; Data Science; Networking and Information Technology R&D (NITRD); Neurosciences","Address;Biomedical Research;Cloud Computing;Cloud Service;Communities;Data;Data Commons;Data Science;Data Set;Economics;FAIR principles;Funding;Goals;Image;Individual;Modeling;Modernization;Phase;Policies;Procedures;Process;Research Infrastructure;Research Personnel;Science;Series;Services;Strategic Planning;Technology;Testing;United States National Institutes of Health;Work;cloud storage;computerized tools;data ecosystem;data warehouse;large datasets;programs;service providers","STRIDES ","n/a","OD","10071413","12/20/2019 12:00:00 AM"," ","3OT2OD027060-01S2","3","OT2","OD","027060","01","S","WEBER, MICHAEL NICHOLAS N","8/1/2018 12:00:00 AM","7/31/2022 12:00:00 AM","ZHL1-SRC(99)"," ","15584968","DRINKWINE, TERRY ","Not Applicable","11","Unavailable","088365767","US"," "," ","10051506","CARAHSOFT TECHNOLOGY CORPORATION","RESTON","VA","Domestic For-Profits","201905328","UNITED STATES","N","8/1/2018 12:00:00 AM","7/31/2022 12:00:00 AM","310","Other","2020","2365375"," ","NIA","103000","0"," ","103000",
"Aging; Data Science; Networking and Information Technology R&D (NITRD); Neurosciences","Address;Biomedical Research;Cloud Computing;Cloud Service;Communities;Data;Data Commons;Data Science;Data Set;Economics;FAIR principles;Funding;Goals;Image;Individual;Modeling;Modernization;Phase;Policies;Procedures;Process;Research Infrastructure;Research Personnel;Science;Series;Services;Strategic Planning;Technology;Testing;United States National Institutes of Health;Work;cloud storage;computerized tools;data ecosystem;data warehouse;large datasets;programs;service providers","STRIDES ","n/a","OD","10071413","12/20/2019 12:00:00 AM"," ","3OT2OD027060-01S2","3","OT2","OD","027060","01","S","WEBER, MICHAEL NICHOLAS N","8/1/2018 12:00:00 AM","7/31/2022 12:00:00 AM","ZHL1-SRC(99)"," ","15584968","DRINKWINE, TERRY ","Not Applicable","11","Unavailable","088365767","US"," "," ","10051506","CARAHSOFT TECHNOLOGY CORPORATION","RESTON","VA","Domestic For-Profits","201905328","UNITED STATES","N","8/1/2018 12:00:00 AM","7/31/2022 12:00:00 AM","310","Other","2020","2365375"," ","OD","2168275","0"," ","2168275",
"Cancer; Data Science; Eye Disease and Disorders of Vision; Networking and Information Technology R&D (NITRD); Neurosciences","Address;Biomedical Research;Cloud Computing;Cloud Service;Communities;Data;Data Commons;Data Science;Data Set;Economics;FAIR principles;Funding;Goals;Image;Individual;Modeling;Modernization;Phase;Policies;Procedures;Process;Research Infrastructure;Research Personnel;Science;Series;Services;Strategic Planning;Technology;Testing;United States National Institutes of Health;Work;cloud storage;computerized tools;data ecosystem;data warehouse;large datasets;programs;service providers","STRIDES","n/a","OD","10132496","4/2/2020 12:00:00 AM","RFA-OT-A1-038","3OT2OD027852-01S2","3","OT2","OD","027852","01","S","WEBER, MICHAEL NICHOLAS N","9/27/2018 12:00:00 AM","9/23/2022 12:00:00 AM","ZOD1-SRC(99)"," ","15679024","LIPKIN, JOEL A","Not Applicable","10","Unavailable","089896737","US"," "," ","10052403","FOUR POINTS TECHNOLOGY, LLC","CHANTILLY","VA","Domestic For-Profits","201513834","UNITED STATES","N","3/24/2020 12:00:00 AM","9/23/2022 12:00:00 AM","310","Other","2020","2297935"," ","NLM","168000","0"," ","168000",
