----------------------------------------------------------------------------------------------------------------
Search Criteria:,
"     Quick Search Text:  RM-17-026"
----------------------------------------------------------------------------------------------------------------
"NIH Spending Categorization","Project Terms","Project Title","Public Health Relevance","Administering IC","Application ID","Award Notice Date","FOA","Project Number","Type","Activity","IC","Serial Number","Support Year","Suffix","Program Official Information","Project Start Date","Project End Date","Study Section","Subproject Number","Contact PI Person ID","Contact PI / Project Leader","Other PI or Project Leader(s)","Congressional District","Department","DUNS Number","FIPS","Latitude","Longitude","Organization ID (IPF)","Organization Name","Organization City","Organization State","Organization Type","Organization Zip","Organization Country","ARRA Indicator","Budget Start Date","Budget End Date","CFDA Code","Funding Mechanism","Fiscal Year","Total Cost","Total Cost (Sub Projects)","Funding IC(s)","Direct Cost IC","InDirect Cost IC","NIH COVID-19 Response","Total Cost IC",
"Cardiovascular; Heart Disease; Lung; Networking and Information Technology R&D; Precision Medicine; Prevention; Sleep Research","Big Data;Biomedical Research;Blood;Communities;Data;Data Set;Ecosystem;Environment;Heart;Heart Diseases;Hematological Disease;Institutes;Life Cycle Stages;Lung;Lung diseases;Mediation;National Heart, Lung, and Blood Institute;Prevention strategy;Productivity;Research;Research Personnel;Resources;Secure;Sleep;Sleep Disorders;Therapeutic;Trans-Omics for Precision Medicine;United States National Institutes of Health;base;cloud based;crosslink;digital;empowerment;novel diagnostics;tool","The Integration of Trans-omics for Precision Medicine (TOPMED) and Other Heart, Lung, Blood and Sleep (HLBS) Data Sets with the Data Commons","n/a","NHLBI","9791319","9/24/2018 12:00:00 AM","RFA-RM-17-026","3OT3HL142479-01S2","3","OT3","HL","142479","01","S","KALTMAN, JONATHAN R","9/30/2017 12:00:00 AM","9/29/2020 12:00:00 AM","Data Coordination, Mapping, and Modeling[DCMM]"," ","8726986","KRISHNAMURTHY, ASHOK KUMAR","Not Applicable","04","Unavailable","608195277","US","35.926939","-79.038605","578206","UNIV OF NORTH CAROLINA CHAPEL HILL","CHAPEL HILL","NC","Domestic Higher Education","275990001","UNITED STATES","N","9/30/2017 12:00:00 AM","9/29/2020 12:00:00 AM","837","Other","2018","1731818"," ","NHLBI","1731818"," "," ","1731818",
"Cardiovascular; Heart Disease; Lung; Networking and Information Technology R&D; Precision Medicine; Prevention; Sleep Research","Big Data;Biomedical Research;Blood;Communities;Data;Data Set;Ecosystem;Environment;Heart;Heart Diseases;Hematological Disease;Institutes;Life Cycle Stages;Lung;Lung diseases;Mediation;National Heart, Lung, and Blood Institute;Prevention strategy;Productivity;Research;Research Personnel;Resources;Secure;Sleep;Sleep Disorders;Therapeutic;Trans-Omics for Precision Medicine;United States National Institutes of Health;base;cloud based;crosslink;digital;empowerment;novel diagnostics;tool","The Integration of Trans-omics for Precision Medicine (TOPMED) and Other Heart, Lung, Blood and Sleep (HLBS) Data Sets with the Data Commons","n/a","NHLBI","9789515","9/24/2018 12:00:00 AM","RFA-RM-17-026","3OT3HL142481-01S1","3","OT3","HL","142481","01","S","KALTMAN, JONATHAN R","9/30/2017 12:00:00 AM","9/28/2020 12:00:00 AM","Data Coordination, Mapping, and Modeling[DCMM]"," ","12500314","PATEN, BENEDICT ","GROSSMAN, ROBERT L.; PHILIPPAKIS, ANTHONY ","20","Unavailable","125084723","US","36.97756","-122.055836","577510","UNIVERSITY OF CALIFORNIA SANTA CRUZ","SANTA CRUZ","CA","Domestic Higher Education","950641077","UNITED STATES","N","9/30/2017 12:00:00 AM","9/27/2020 12:00:00 AM","837","Other","2018","2607065"," ","NHLBI","2607065"," "," ","2607065",
"Cardiovascular; Heart Disease; Lung; Networking and Information Technology R&D; Precision Medicine; Prevention; Sleep Research","Big Data;Biomedical Research;Blood;Communities;Data;Data Set;Ecosystem;Environment;Heart;Heart Diseases;Hematological Disease;Institutes;Life Cycle Stages;Lung;Lung diseases;Mediation;National Heart, Lung, and Blood Institute;Prevention strategy;Productivity;Research;Research Personnel;Resources;Secure;Sleep;Sleep Disorders;Therapeutic;Trans-Omics for Precision Medicine;United States National Institutes of Health;base;cloud based;crosslink;digital;empowerment;novel diagnostics;tool","The Integration of Trans-omics for Precision Medicine (TOPMED) and Other Heart, Lung, Blood and Sleep (HLBS) Data Sets with the Data Commons","n/a","NHLBI","9789513","9/24/2018 12:00:00 AM","RFA-RM-17-026","3OT3HL142480-01S1","3","OT3","HL","142480","01","S","KALTMAN, JONATHAN R","9/30/2017 12:00:00 AM","9/29/2020 12:00:00 AM","Data Coordination, Mapping, and Modeling[DCMM]"," ","1884776","KOHANE, ISAAC S.","AVILLACH, PAUL ","07","Unavailable","047006379","US","42.335814","-71.105033","3212902","HARVARD MEDICAL SCHOOL","BOSTON","MA","Domestic Higher Education","021201616","UNITED STATES","N","9/30/2017 12:00:00 AM","9/29/2020 12:00:00 AM","837","Other","2018","4172876"," ","NHLBI","4172876"," "," ","4172876",
"Networking and Information Technology R&D","Address;Cloud Service;Code;Collaborations;Communities;Computer software;Data;Data Set;Data Sources;Effectiveness;Elements;Ensure;FAIR principles;FaceBase;Funding;Galaxy;Genomics;Goals;Guidelines;Individual;Institution;International;Laboratories;Location;Methods;National Human Genome Research Institute;National Institute of Dental and Craniofacial Research;National Institute of Diabetes and Digestive and Kidney Diseases;National Institute of Mental Health;Privacy;Privatization;Provider;Reproducibility;Research;Research Personnel;Risk;Science;Secure;Security;Services;System;United States National Institutes of Health;base;cloud platform;data management;data warehouse;design;distributed data;experience;innovation;interoperability;operation;software development;user-friendly","A Commons Platform for Promoting Continuous FAIRness","n/a","OD","9672005","4/5/2018 12:00:00 AM","RFA-RM-17-026","3OT3OD025458-01S1","3","OT3","OD","025458","01","S","KUTKAT, LORA","9/30/2017 12:00:00 AM","11/30/2018 12:00:00 AM","Data Coordination, Mapping, and Modeling[DCMM]"," ","8609956","FOSTER, IAN ","Not Applicable","01","BIOSTATISTICS & OTHER MATH SCI","005421136","US","41.789554","-87.601172","1413601","UNIVERSITY OF CHICAGO","CHICAGO","IL","SCHOOLS OF ARTS AND SCIENCES","606372612","UNITED STATES","N","9/30/2017 12:00:00 AM","11/30/2018 12:00:00 AM","310","Other","2018","1352377"," ","OD","1352377"," "," ","1352377",
"Cardiovascular; Heart Disease; Lung; Networking and Information Technology R&D; Precision Medicine; Prevention; Sleep Research","Big Data;Biomedical Research;Blood;Communities;Data;Data Set;Ecosystem;Environment;Heart;Heart Diseases;Hematological Disease;Institutes;Life Cycle Stages;Lung;Lung diseases;Mediation;National Heart, Lung, and Blood Institute;Prevention strategy;Productivity;Research;Research Personnel;Resources;Secure;Sleep;Sleep Disorders;Therapeutic;Trans-Omics for Precision Medicine;United States National Institutes of Health;base;cloud based;crosslink;digital;empowerment;novel diagnostics;tool","The Integration of Trans-omics for Precision Medicine (TOPMED) and Other Heart, Lung, Blood and Sleep (HLBS) Data Sets with the Data Commons","n/a","NHLBI","9743323","7/16/2018 12:00:00 AM","RFA-RM-17-026","3OT3HL142479-01S1","3","OT3","HL","142479","01","S","KALTMAN, JONATHAN R","9/30/2017 12:00:00 AM","9/29/2020 12:00:00 AM","Data Coordination, Mapping, and Modeling[DCMM]"," ","8726986","KRISHNAMURTHY, ASHOK KUMAR","Not Applicable","04","Unavailable","608195277","US","35.926939","-79.038605","578206","UNIV OF NORTH CAROLINA CHAPEL HILL","CHAPEL HILL","NC","Domestic Higher Education","275990001","UNITED STATES","N","9/30/2017 12:00:00 AM","9/29/2020 12:00:00 AM","837","Other","2018","213708"," ","NHLBI","137433","76275"," ","213708",
"No NIH Category available","Address;Adopted;Adoption;Area;Biological;Biomedical Research;Categories;Communities;Complement;Computer software;Data;Data Set;Databases;Development;Discipline;Ecosystem;Elements;Ensure;Evaluation;FAIR principles;Genotype-Tissue Expression Project;Guidelines;Incentives;Individual;Insignia;Journals;Leadership;Life Cycle Stages;Link;Measures;Methods;Participant;Phase;Policies;Publications;Publishing;Recommendation;Reporting;Research;Research Personnel;Resources;Science;Services;Site;Software Tools;Specific qualifier value;Standardization;Structure;Surveys;Testing;Time;To specify;Trans-Omics for Precision Medicine;United States National Institutes of Health;Update;Work;biomedical resource;community planning;crowdsourcing;design;digital;improved;innovation;insight;member;outreach;prototype;recruit;remediation;repository;software systems;statistics;tool;web page;working group","Development and Implementation Plan for Community Supported FAIR Guidelines and Metrics","n/a","OD","9780718","9/24/2018 12:00:00 AM","RFA-RM-17-026","3OT3OD025467-01S2","3","OT3","OD","025467","01","S","KUTKAT, LORA","9/30/2017 12:00:00 AM","4/30/2019 12:00:00 AM","Data Coordination, Mapping, and Modeling[DCMM]"," ","7869507","MA'AYAN, AVI ","Not Applicable","13","PHARMACOLOGY","078861598","US","40.790525","-73.953788","3839801","ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI","NEW YORK","NY","SCHOOLS OF MEDICINE","100296574","UNITED STATES","N","9/30/2017 12:00:00 AM","4/30/2019 12:00:00 AM","310","Other","2018","219999"," ","OD","129793","90206"," ","219999",
"No NIH Category available","Address;Adopted;Adoption;Area;Biological;Biomedical Research;Categories;Communities;Complement;Computer software;Data;Data Set;Databases;Development;Discipline;Ecosystem;Elements;Ensure;Evaluation;FAIR principles;Genotype-Tissue Expression Project;Guidelines;Incentives;Individual;Insignia;Journals;Leadership;Life Cycle Stages;Link;Measures;Methods;Participant;Phase;Policies;Publications;Publishing;Recommendation;Reporting;Research;Research Personnel;Resources;Science;Services;Site;Software Tools;Specific qualifier value;Standardization;Structure;Surveys;Testing;Time;To specify;Trans-Omics for Precision Medicine;United States National Institutes of Health;Update;Work;biomedical resource;community planning;crowdsourcing;design;digital;improved;innovation;insight;member;outreach;prototype;recruit;remediation;repository;software systems;statistics;tool;web page;working group","Development and Implementation Plan for Community Supported FAIR Guidelines and Metrics","n/a","OD","9672010","4/5/2018 12:00:00 AM","RFA-RM-17-026","3OT3OD025467-01S1","3","OT3","OD","025467","01","S","KUTKAT, LORA","9/30/2017 12:00:00 AM","4/30/2019 12:00:00 AM","Data Coordination, Mapping, and Modeling[DCMM]"," ","7869507","MA'AYAN, AVI ","Not Applicable","13","PHARMACOLOGY","078861598","US","40.790525","-73.953788","3839801","ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI","NEW YORK","NY","SCHOOLS OF MEDICINE","100296574","UNITED STATES","N","9/30/2017 12:00:00 AM","4/30/2019 12:00:00 AM","310","Other","2018","588646"," ","OD","588646"," "," ","588646",
"No NIH Category available","Address;Agreement;Architecture;Biological;Biological Models;Clinical;Collaborations;Data;Data Science;Data Set;Data Sources;Deposition;Dietary Intervention;Disease;Effectiveness;Ensure;Environment;Ethics;Exhibits;FAIR principles;Gene Expression;Goals;Institution;Knowledge;Life;Medical;Metabolic;Modeling;Pancreas;Privacy;Process;Randomized Controlled Clinical Trials;Registries;Research;Resources;Scientist;Security;Software Engineering;Trans-Omics for Precision Medicine;United States National Institutes of Health;Vision;Work;analytical tool;data integration;data modeling;design;gene product;genome sequencing;indexing;insight;interest;interoperability;multidisciplinary;open data;phenotypic data;sex;sexual dimorphism;tool;trend;whole genome","A Collaboration for the NIH Data Commons","n/a","OD","9668320","4/5/2018 12:00:00 AM","RFA-RM-17-026","3OT3OD025464-01S1","3","OT3","OD","025464","01","S","KUTKAT, LORA","9/30/2017 12:00:00 AM","11/30/2018 12:00:00 AM","Data Coordination, Mapping, and Modeling[DCMM]"," ","8850713","AHALT, STANLEY CARLTON","Not Applicable","04","MISCELLANEOUS","608195277","US","35.926939","-79.038605","578206","UNIV OF NORTH CAROLINA CHAPEL HILL","CHAPEL HILL","NC","ORGANIZED RESEARCH UNITS","275990001","UNITED STATES","N","9/30/2017 12:00:00 AM","11/30/2018 12:00:00 AM","310","Other","2018","560232"," ","OD","560232"," "," ","560232",
"No NIH Category available","Address;Agreement;Architecture;Biological;Biological Models;Clinical;Collaborations;Data;Data Science;Data Set;Data Sources;Deposition;Dietary Intervention;Disease;Effectiveness;Ensure;Environment;Ethics;Exhibits;FAIR principles;Gene Expression;Goals;Institution;Knowledge;Life;Medical;Metabolic;Modeling;Pancreas;Privacy;Process;Randomized Controlled Clinical Trials;Registries;Research;Resources;Scientist;Security;Software Engineering;Trans-Omics for Precision Medicine;United States National Institutes of Health;Vision;Work;analytical tool;data integration;data modeling;design;gene product;genome sequencing;indexing;insight;interest;interoperability;multidisciplinary;open data;phenotypic data;sex;sexual dimorphism;tool;trend;whole genome","A Collaboration for the NIH Data Commons","n/a","OD","9707202","6/27/2018 12:00:00 AM","RFA-RM-17-026","3OT3OD025464-01S2","3","OT3","OD","025464","01","S","KUTKAT, LORA","9/30/2017 12:00:00 AM","11/30/2018 12:00:00 AM","Data Coordination, Mapping, and Modeling[DCMM]"," ","8850713","AHALT, STANLEY CARLTON","Not Applicable","04","MISCELLANEOUS","608195277","US","35.926939","-79.038605","578206","UNIV OF NORTH CAROLINA CHAPEL HILL","CHAPEL HILL","NC","ORGANIZED RESEARCH UNITS","275990001","UNITED STATES","N","9/30/2017 12:00:00 AM","11/30/2018 12:00:00 AM","310","Other","2018","216717"," ","OD","216717","0"," ","216717",
"Networking and Information Technology R&D","Address;Architecture;Atlases;Automobile Driving;Award;Biological Sciences;California;Cells;Chicago;Clinical Data;Clinical Management;Complex;Computer software;Costs and Benefits;Creativeness;Data;Data Analyses;Data Science;Ecosystem;Encapsulated;Ensure;Environment;Funding;Genome;Genotype-Tissue Expression Project;Goals;Human;Hybrids;Image;Individual;Institutes;Investigation;Medical Records;Metals;Modeling;Molecular Profiling;Participant;Philosophy;Production;Readability;Running;Scientist;Standardization;Trans-Omics for Precision Medicine;United States National Institutes of Health;Universities;Vision;brain health;cloud based;cohesion;cohort;data format;design;genome sequencing;high resolution imaging;human disease;insight;interoperability;model organisms databases;open source;programs;software development;working group","The Commons Alliance: A Partnership to Catalyze the Creation of an NIH Data Commons","n/a","OD","9672006","4/24/2018 12:00:00 AM","RFA-RM-17-026","3OT3OD025460-01S1","3","OT3","OD","025460","01","S","KUTKAT, LORA","9/30/2017 12:00:00 AM","11/30/2018 12:00:00 AM","Data Coordination, Mapping, and Modeling[DCMM]"," ","12500314","PATEN, BENEDICT ","GROSSMAN, ROBERT L.; PHILIPPAKIS, ANTHONY ","20","ENGINEERING (ALL TYPES)","125084723","US","36.97756","-122.055836","577510","UNIVERSITY OF CALIFORNIA SANTA CRUZ","SANTA CRUZ","CA","BIOMED ENGR/COL ENGR/ENGR STA","950641077","UNITED STATES","N","9/30/2017 12:00:00 AM","11/30/2018 12:00:00 AM","310","Other","2018","900000"," ","OD","900000"," "," ","900000",
"Networking and Information Technology R&D","Address;Architecture;Atlases;Automobile Driving;Award;Biological Sciences;California;Cells;Chicago;Clinical Data;Clinical Management;Complex;Computer software;Costs and Benefits;Creativeness;Data;Data Analyses;Data Science;Ecosystem;Encapsulated;Ensure;Environment;Funding;Genome;Genotype-Tissue Expression Project;Goals;Human;Hybrids;Image;Individual;Institutes;Investigation;Medical Records;Metals;Modeling;Molecular Profiling;Participant;Philosophy;Production;Readability;Running;Scientist;Standardization;Trans-Omics for Precision Medicine;United States National Institutes of Health;Universities;Vision;brain health;cloud based;cohesion;cohort;data format;design;genome sequencing;high resolution imaging;human disease;insight;interoperability;model organisms databases;open source;programs;software development;working group","The Commons Alliance: A Partnership to Catalyze the Creation of an NIH Data Commons","n/a","OD","9732849","6/27/2018 12:00:00 AM","RFA-RM-17-026","3OT3OD025460-01S2","3","OT3","OD","025460","01","S","KUTKAT, LORA","9/30/2017 12:00:00 AM","11/30/2018 12:00:00 AM","Data Coordination, Mapping, and Modeling[DCMM]"," ","12500314","PATEN, BENEDICT ","GROSSMAN, ROBERT L.; PHILIPPAKIS, ANTHONY ","20","ENGINEERING (ALL TYPES)","125084723","US","36.97756","-122.055836","577510","UNIVERSITY OF CALIFORNIA SANTA CRUZ","SANTA CRUZ","CA","BIOMED ENGR/COL ENGR/ENGR STA","950641077","UNITED STATES","N","9/30/2017 12:00:00 AM","11/30/2018 12:00:00 AM","310","Other","2018","1500000"," ","OD","1500000"," "," ","1500000",
"No NIH Category available"," ","FAIR Data to Drive CURES","n/a","OD","9559849","9/26/2017 12:00:00 AM","RFA-RM-17-026","1OT3OD025463-01","1","OT3","OD","025463","01"," ","KUTKAT, LORA","9/30/2017 12:00:00 AM","11/30/2018 12:00:00 AM","Data Coordination, Mapping, and Modeling[DCMM]"," ","10416590","DAVIS-DUSENBERY, BRANDI NICOLE","Not Applicable","07","Unavailable","040525064","US"," "," ","10034307","SEVEN BRIDGES GENOMICS, INC.","CHARLESTOWN","MA","Domestic For-Profits","02129","UNITED STATES","N","9/30/2017 12:00:00 AM","11/30/2018 12:00:00 AM","310","Other","2017","304253"," ","OD","304253"," "," ","304253",
"No NIH Category available"," ","A Commons Platform for Promoting Continuous FAIRness","n/a","OD","9559817","9/26/2017 12:00:00 AM","RFA-RM-17-026","1OT3OD025458-01","1","OT3","OD","025458","01"," ","KUTKAT, LORA","9/30/2017 12:00:00 AM","11/30/2018 12:00:00 AM","Data Coordination, Mapping, and Modeling[DCMM]"," ","8609956","FOSTER, IAN ","Not Applicable","01","BIOSTATISTICS & OTHER MATH SCI","005421136","US","41.789554","-87.601172","1413601","UNIVERSITY OF CHICAGO","CHICAGO","IL","SCHOOLS OF ARTS AND SCIENCES","606372612","UNITED STATES","N","9/30/2017 12:00:00 AM","11/30/2018 12:00:00 AM","310","Other","2017","1032562"," ","OD","1032562"," "," ","1032562",
"No NIH Category available"," ","Patient-Centric Information Commons under FAIR Principles (PIC-FAIR)","n/a","OD","9560017","9/26/2017 12:00:00 AM","RFA-RM-17-026","1OT3OD025466-01","1","OT3","OD","025466","01"," ","KUTKAT, LORA","9/30/2017 12:00:00 AM","11/30/2018 12:00:00 AM","Data Coordination, Mapping, and Modeling[DCMM]"," ","1884776","KOHANE, ISAAC S.","AVILLACH, PAUL ","07","MISCELLANEOUS","047006379","US","42.335814","-71.105033","3212902","HARVARD MEDICAL SCHOOL","BOSTON","MA","SCHOOLS OF MEDICINE","021201616","UNITED STATES","N","9/30/2017 12:00:00 AM","11/30/2018 12:00:00 AM","310","Other","2017","210311"," ","OD","210311"," "," ","210311",
"No NIH Category available"," ","Tools and Workflows for Mining Genomic Data on Many Clouds","n/a","OD","9559842","9/26/2017 12:00:00 AM","RFA-RM-17-026","1OT3OD025465-01","1","OT3","OD","025465","01"," ","KUTKAT, LORA","9/30/2017 12:00:00 AM","3/31/2019 12:00:00 AM","Data Coordination, Mapping, and Modeling[DCMM]"," ","8406715","BROWN, C. TITUS","Not Applicable","03","VETERINARY SCIENCES","047120084","US","38.543675","-121.729989","577503","UNIVERSITY OF CALIFORNIA AT DAVIS","DAVIS","CA","SCHOOLS OF VETERINARY MEDICINE","956186153","UNITED STATES","N","9/30/2017 12:00:00 AM","3/31/2019 12:00:00 AM","310","Other","2017","392500"," ","OD","392500"," "," ","392500",
"No NIH Category available"," ","University of Maryland NIH Data Commons Facilitation Center","n/a","OD","9559827","9/26/2017 12:00:00 AM","RFA-RM-17-026","1OT3OD025459-01","1","OT3","OD","025459","01"," ","KINSINGER, CHRISTOPHER","9/30/2017 12:00:00 AM","4/30/2022 12:00:00 AM","Data Coordination, Mapping, and Modeling[DCMM]"," ","8229804","WHITE, OWEN R","Not Applicable","07","PUBLIC HEALTH & PREV MEDICINE","188435911","US","39.291412","-76.624753","820104","UNIVERSITY OF MARYLAND BALTIMORE","BALTIMORE","MD","SCHOOLS OF MEDICINE","212011508","UNITED STATES","N","9/30/2017 12:00:00 AM","4/30/2022 12:00:00 AM","310","Other","2017","867000"," ","OD","867000"," "," ","867000",
"No NIH Category available"," ","A Collaboration for the NIH Data Commons","n/a","OD","9559854","9/26/2017 12:00:00 AM","RFA-RM-17-026","1OT3OD025464-01","1","OT3","OD","025464","01"," ","KUTKAT, LORA","9/30/2017 12:00:00 AM","11/30/2018 12:00:00 AM","Data Coordination, Mapping, and Modeling[DCMM]"," ","8850713","AHALT, STANLEY CARLTON","Not Applicable","04","MISCELLANEOUS","608195277","US","35.926939","-79.038605","578206","UNIV OF NORTH CAROLINA CHAPEL HILL","CHAPEL HILL","NC","ORGANIZED RESEARCH UNITS","275990001","UNITED STATES","N","9/30/2017 12:00:00 AM","11/30/2018 12:00:00 AM","310","Other","2017","1224574"," ","OD","1224574"," "," ","1224574",
"No NIH Category available"," ","The Integration of Trans-omics for Precision Medicine (TOPMED) and Other Heart, Lung, Blood and Sleep (HLBS) Data Sets with the Data Commons","n/a","NHLBI","9569838","9/26/2017 12:00:00 AM","RFA-RM-17-026","1OT3HL142480-01","1","OT3","HL","142480","01"," ","KALTMAN, JONATHAN R","9/30/2017 12:00:00 AM","3/30/2022 12:00:00 AM","Data Coordination, Mapping, and Modeling[DCMM]"," ","12001994","AVILLACH, PAUL ","Not Applicable","07","Unavailable","047006379","US","42.335814","-71.105033","3212902","HARVARD MEDICAL SCHOOL","BOSTON","MA","Domestic Higher Education","021201616","UNITED STATES","N","9/30/2017 12:00:00 AM","3/30/2022 12:00:00 AM","837","Other","2017","1100000"," ","NHLBI","1100000"," "," ","1100000",
"No NIH Category available"," ","Development and Implementation Plan for Community Supported FAIR Guidelines and Metrics","n/a","OD","9560004","9/26/2017 12:00:00 AM","RFA-RM-17-026","1OT3OD025467-01","1","OT3","OD","025467","01"," ","KUTKAT, LORA","9/30/2017 12:00:00 AM","4/30/2019 12:00:00 AM","Data Coordination, Mapping, and Modeling[DCMM]"," ","7869507","MA'AYAN, AVI ","Not Applicable","13","PHARMACOLOGY","078861598","US","40.790525","-73.953788","3839801","ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI","NEW YORK","NY","SCHOOLS OF MEDICINE","100296574","UNITED STATES","N","9/30/2017 12:00:00 AM","4/30/2019 12:00:00 AM","310","Other","2017","365000"," ","OD","365000"," "," ","365000",
"No NIH Category available"," ","The Integration of Trans-omics for Precision Medicine (TOPMED) and Other Heart, Lung, Blood and Sleep (HLBS) Data Sets with the Data Commons","n/a","NHLBI","9569796","9/26/2017 12:00:00 AM","RFA-RM-17-026","1OT3HL142478-01","1","OT3","HL","142478","01"," ","KALTMAN, JONATHAN R","9/30/2017 12:00:00 AM","3/30/2022 12:00:00 AM","Data Coordination, Mapping, and Modeling[DCMM]"," ","10416590","DAVIS-DUSENBERY, BRANDI NICOLE","Not Applicable","07","Unavailable","040525064","US"," "," ","10034307","SEVEN BRIDGES GENOMICS, INC.","CHARLESTOWN","MA","Domestic For-Profits","02129","UNITED STATES","N","9/30/2017 12:00:00 AM","3/30/2022 12:00:00 AM","837","Other","2017","2850000"," ","NHLBI","2850000"," "," ","2850000",
"No NIH Category available"," ","The Commons Alliance: A Partnership to Catalyze the Creation of an NIH Data Commons","n/a","OD","9559879","9/26/2017 12:00:00 AM","RFA-RM-17-026","1OT3OD025460-01","1","OT3","OD","025460","01"," ","KUTKAT, LORA","9/30/2017 12:00:00 AM","11/30/2018 12:00:00 AM","Data Coordination, Mapping, and Modeling[DCMM]"," ","12500314","PATEN, BENEDICT ","GROSSMAN, ROBERT L.; PHILIPPAKIS, ANTHONY ","20","ENGINEERING (ALL TYPES)","125084723","US","36.97756","-122.055836","577510","UNIVERSITY OF CALIFORNIA SANTA CRUZ","SANTA CRUZ","CA","BIOMED ENGR/COL ENGR/ENGR STA","950641077","UNITED STATES","N","9/30/2017 12:00:00 AM","11/30/2018 12:00:00 AM","310","Other","2017","917162"," ","OD","917162"," "," ","917162",
"No NIH Category available"," ","The Integration of Trans-omics for Precision Medicine (TOPMED) and Other Heart, Lung, Blood and Sleep (HLBS) Data Sets with the Data Commons","n/a","NHLBI","9569862","9/26/2017 12:00:00 AM","RFA-RM-17-026","1OT3HL142481-01","1","OT3","HL","142481","01"," ","KALTMAN, JONATHAN R","9/30/2017 12:00:00 AM","3/30/2022 12:00:00 AM","Data Coordination, Mapping, and Modeling[DCMM]"," ","12500314","PATEN, BENEDICT ","GROSSMAN, ROBERT L.; PHILIPPAKIS, ANTHONY ","20","Unavailable","125084723","US","36.97756","-122.055836","577510","UNIVERSITY OF CALIFORNIA SANTA CRUZ","SANTA CRUZ","CA","Domestic Higher Education","950641077","UNITED STATES","N","9/30/2017 12:00:00 AM","3/30/2022 12:00:00 AM","837","Other","2017","5850000"," ","NHLBI","5850000"," "," ","5850000",
"No NIH Category available"," ","The Integration of Trans-omics for Precision Medicine (TOPMED) and Other Heart, Lung, Blood and Sleep (HLBS) Data Sets with the Data Commons","n/a","NHLBI","9569821","9/26/2017 12:00:00 AM","RFA-RM-17-026","1OT3HL142479-01","1","OT3","HL","142479","01"," ","KALTMAN, JONATHAN R","9/30/2017 12:00:00 AM","12/31/2021 12:00:00 AM","Data Coordination, Mapping, and Modeling[DCMM]"," ","8726986","KRISHNAMURTHY, ASHOK KUMAR","Not Applicable","04","Unavailable","608195277","US","35.926939","-79.038605","578206","UNIV OF NORTH CAROLINA CHAPEL HILL","CHAPEL HILL","NC","Domestic Higher Education","275990001","UNITED STATES","N","9/30/2017 12:00:00 AM","12/31/2021 12:00:00 AM","837","Other","2017","1200000"," ","NHLBI","1200000"," "," ","1200000",
"No NIH Category available"," ","CALIFORNIA: Cloud-agnostic Architecture to Locate Indexed FAIR Objects and safely Reuse them in New Integrated Analyses","n/a","OD","9559832","9/26/2017 12:00:00 AM","RFA-RM-17-026","1OT3OD025462-01","1","OT3","OD","025462","01"," ","KUTKAT, LORA","9/30/2017 12:00:00 AM","11/30/2018 12:00:00 AM","Data Coordination, Mapping, and Modeling[DCMM]"," ","1900244","OHNO-MACHADO, LUCILA ","SANSONE, SUSANNA-ASSUNTA ; XU, HUA ","52","INTERNAL MEDICINE/MEDICINE","804355790","US","32.881785","-117.236973","577507","UNIVERSITY OF CALIFORNIA, SAN DIEGO","LA JOLLA","CA","SCHOOLS OF MEDICINE","920930934","UNITED STATES","N","9/30/2017 12:00:00 AM","11/30/2018 12:00:00 AM","310","Other","2017","359813"," ","OD","359813"," "," ","359813",
