----------------------------------------------------------------------------------------------------------------
Search Criteria:,
"     Fiscal Year: Active Projects,  2021,  2020,  2019,  2018,  2017,  2016,  2015,  2014,  2013,  2012,  2011,  2010,  2009,  2008,  2007,  2006,  2005,  2004,  2003,  2002,  2001,  2000,  1999,  1998,  1997,  1996,  1995,  1994,  1993,  1992,  1991,  1990,  1989,  1988,  1987,  1986,  1985"
"     Agency/​Institute/​Center: NCATS"
"     Admin: Yes"
"     Text Search: Translator (and)"
"     Limit to: Project Title,  Project Terms,  Project Abstracts"
----------------------------------------------------------------------------------------------------------------
"NIH Spending Categorization","Project Terms","Project Title","Public Health Relevance","Administering IC","Application ID","Award Notice Date","FOA","Project Number","Type","Activity","IC","Serial Number","Support Year","Suffix","Program Official Information","Project Start Date","Project End Date","Study Section","Subproject Number","Contact PI Person ID","Contact PI / Project Leader","Other PI or Project Leader(s)","Congressional District","Department","DUNS Number","FIPS","Latitude","Longitude","Organization ID (IPF)","Organization Name","Organization City","Organization State","Organization Type","Organization Zip","Organization Country","ARRA Indicator","Budget Start Date","Budget End Date","CFDA Code","Funding Mechanism","Fiscal Year","Total Cost","Total Cost (Sub Projects)","Funding IC(s)","Direct Cost IC","InDirect Cost IC","NIH COVID-19 Response","Total Cost IC",
"Bioengineering; Clinical Research; Data Science; Networking and Information Technology R&D (NITRD); Rare Diseases","Algorithms;Architecture;Area;Benchmarking;Clinical;Clinical Data;Clinical Informatics;Clinical Research;Collaborations;Common Data Element;Communities;Community of Practice;Computer software;Cultural Evolution;Data;Data Analyses;Data Set;Development;Discipline;Ecosystem;Evaluation;Evolution;FAIR principles;Fast Healthcare Interoperability Resources;Foundations;Goals;Gold;Health;Health Science Library;Health Sciences;Healthcare;Human;Individual;Informatics;Information Resources;Information Sciences;Information Technology;Infrastructure;Institution;Knowledge;Leadership;Learning;Licensing;Longevity;Metadata;Methodology;Methods;Modeling;Morphologic artifacts;Oregon;Outcome;Patients;Process;Public Health Informatics;Quality Control;Rare Diseases;Reporting;Research;Research Institute;Resources;Scanning;Science;Services;Software Engineering;Software Tools;Synapses;System;Technology;The Jackson Laboratory;Training;Translational Research;United States National Institutes of Health;Universities;Update;Vendor;Vision;Washington;Work;base;biomedical informatics;cloud based;collaborative approach;collaborative environment;data ecosystem;data harmonization;data modeling;data quality;data sharing;data standards;design;digital;experience;health care quality;health record;improved;informatics infrastructure;informatics tool;innovation;interoperability;invention;open data;open source;quality assurance;software development;success;tool","A National Center for Digital Health Informatics Innovation","NARRATIVE
We propose to create a national network for enabling digital health research, innovation, and continuous
improvement. The goal is to use information science to impact the way that health care functions and the lives
of those it serves
!","NCATS","9964934","6/18/2020 12:00:00 AM","RFA-TR-17-006","5U24TR002306-04","5","U24","TR","002306","04"," ","MISQUITTA, LEONIE","9/20/2017 12:00:00 AM","6/30/2021 12:00:00 AM","ZTR1-CI-9(01)"," ","1869835","HAENDEL, MELISSA A","CHUTE, CHRISTOPHER G; EICHMANN, DAVID A.; GUINNEY, JUSTIN ; WILCOX, ADAM BENJAMIN","03","NONE","096997515","US","45.499316","-122.688464","6297007","OREGON HEALTH & SCIENCE UNIVERSITY","PORTLAND","OR","LIBRARIES","972393098","UNITED STATES","N","7/1/2020 12:00:00 AM","6/30/2021 12:00:00 AM","350","Other Research-Related","2020","4913032"," ","NCATS","5627485","265997"," ","4913032",
"No NIH Category available","Architecture;Collection;Communities;Development;Ecosystem;Future;Goals;Individual;Infrastructure;Internet;Knowledge;Maintenance;Nature;Output;Phase;Process;Protocols documentation;Provider;Registries;Semantics;Source;System;Translating;Update;Vision;design;knowledge base;programs;software development;web app;web services","Expanding the landscape of Translator Knowledge Providers using BioThings SDK and SmartAPI","n/a","NCATS","10057146","1/24/2020 12:00:00 AM","RFA-OT-A1-009","1OT2TR003445-01","1","OT2","TR","003445","01"," ","BECK, TYLER","1/24/2020 12:00:00 AM","1/23/2022 12:00:00 AM","ZTR1-SRC(99)"," ","11251443","WU, CHUNLEI ","Not Applicable","49","Unavailable","781613492","US","32.903152","-117.243436","7375802","SCRIPPS RESEARCH INSTITUTE","LA JOLLA","CA","Research Institutes","920371000","UNITED STATES","N","1/24/2020 12:00:00 AM","1/23/2021 12:00:00 AM","350","Other","2020","641066"," ","NCATS","361164","279902"," ","641066",
"Clinical Research; Coronaviruses; Emerging Infectious Diseases; Health Disparities; Infectious Diseases; Lung","Adopted;Adoption;Asthma;Automobile Driving;Biological;Blood;COVID-19;COVID-19 pandemic;Center for Translational Science Activities;Clinical;Clinical Data;Clinical Sciences;Collaborations;Communities;Consensus;Critical Care;Data;Data Pooling;Disease;Documentation;Environmental Exposure;Exposure to;Foundations;Funding;Genes;Genetic Determinism;Genetic Polymorphism;Health;Home environment;Infection;Infrastructure;Institutes;Institution;Intervention;Knowledge;Lead;Leadership;Link;Lung diseases;National Heart, Lung, and Blood Institute;National Institute of Environmental Health Sciences;North Carolina;Obesity;Oxygen;Participant;Pathway interactions;Patients;Pharmaceutical Preparations;Phenotype;Positioning Attribute;Publications;Publishing;Readiness;Registries;Research;Research Personnel;Research Support;Respiration;Risk;Science;Services;Severity of illness;Societies;Speed;System;Temperature;Testing;Translational Research;Ventilator;Viral;Visit;Work;base;catalyst;clinical data warehouse;clinical infrastructure;clinically relevant;cohort;comorbidity;coronavirus disease;data sharing;design;expectation;experience;fight against;genetic variant;high risk population;insight;knowledge graph;novel;open data;open source;pandemic disease;patient subsets;programs;research study;response;tool;web site","ICEES+ COVID-19 Open Infrastructure to Democratize and Accelerate Cross-Institutional Clinical Data Sharing and Research","PROJECT NARRATIVE
The proposed ‘ICEES+ COVID-19’ represents a novel technical, regulatory, and cultural
solution to openly share otherwise sensitive patient data that have been integrated with public
environmental exposures data of relevance to the COVID-19 pandemic. As an open framework
and approach, ICEES+ COVID-19 will democratize research on COVID-19, serve as an
exemplar for adoption elsewhere, and support preparedness for the next pandemic.","NCATS","10158906","8/3/2020 12:00:00 AM","PA-18-591","3UL1TR002489-03S4","3","UL1","TR","002489","03","S","CHANG, SOJU","6/1/2020 12:00:00 AM","2/28/2022 12:00:00 AM"," "," ","1931246","BUSE, JOHN BERNARD","SHAHEEN, NICHOLAS J","04","INTERNAL MEDICINE/MEDICINE","608195277","US","35.926939","-79.038605","578206","UNIV OF NORTH CAROLINA CHAPEL HILL","CHAPEL HILL","NC","SCHOOLS OF MEDICINE","275990001","UNITED STATES","N","8/3/2020 12:00:00 AM","2/28/2021 12:00:00 AM","350","Research Centers","2020","412692"," ","NCATS","265397","147295","Reg-CV","412692",
"No NIH Category available","Address;Biological;Biomedical Research;Cell physiology;Clinic;Clinical;Clinical Data;Communities;Complex;Computer Assisted;Data;Data Sources;Disease;Environmental Exposure;Etiology;Event;Functional disorder;Generations;Goals;Human;Knowledge;Left;Manuals;Medical;Molecular;Pharmaceutical Preparations;Publishing;Research;Research Personnel;Resources;Scientist;Services;Signs and Symptoms;Source;System;Translational Research;base;cohesion;computerized tools;computing resources;data mining;data reuse;data standards;design;disease classification;falls;heterogenous data;human disease;insight;multimodality;open source;programs;response;therapeutic development;tool","NCATS Biomedical Data Translator","n/a","NCATS","10269699"," "," ","1ZIATR000276-04","1","ZIA","TR","000276","04"," "," "," "," "," "," ","14380147","SOUTHALL, NOEL ","Not Applicable","n/a","Unavailable"," "," "," "," "," ","NATIONAL CENTER FOR ADVANCING TRANSLATIONAL SCIENCES"," "," ","Other Domestic Non-Profits"," ","UNITED STATES","N"," "," "," ","Intramural Research","2020","600009"," ","NCATS"," "," "," ","600009",
"Data Science; Networking and Information Technology R&D (NITRD)","Address;Big Data;Cell Line;Clinical;Collaborations;Collection;Communities;Complex;Data;Data Analyses;Data Analytics;Data Set;Disease;Electronic Health Record;Ethics;FAIR principles;Gene Mutation;Individual;Ingestion;Knowledge;Knowledge Extraction;Letters;Location;Machine Learning;Malignant Neoplasms;Manuals;Measurement;Methods;Ontology;Outcome;Pathway interactions;Pharmaceutical Preparations;Process;Proteins;Provider;Records;Research;Research Personnel;Resistance;Resources;Specific qualifier value;Standardization;Technology;Time;Translational Research;Work;experience;indexing;interest;interoperability;knowledge graph;knowledge integration;large datasets;microbiome;novel;success;tool;tumor","DOCKET: accelerating knowledge extraction from biomedical data sets","n/a","NCATS","10057127","1/24/2020 12:00:00 AM","RFA-OT-A1-009","1OT2TR003443-01","1","OT2","TR","003443","01"," ","BECK, TYLER","1/24/2020 12:00:00 AM","1/23/2022 12:00:00 AM","ZTR1-SRC(99)"," ","9841070","GLUSMAN, GUSTAVO ","HADLOCK, JENNIFER ; SHMULEVICH, ILYA ","07","Unavailable","135646524","US","47.622042","-122.337243","4106301","INSTITUTE FOR SYSTEMS BIOLOGY","SEATTLE","WA","Research Institutes","981095263","UNITED STATES","N","1/24/2020 12:00:00 AM","1/23/2021 12:00:00 AM","350","Other","2020","609068"," ","NCATS","332824","276244"," ","609068",
"No NIH Category available","Data;Knowledge;Pathway interactions;Source;knowledge base","Pathway Hypotheses Knowledge-base: A Knowledge Source for the Biomedical Data Translator","n/a","NCATS","10056917","1/24/2020 12:00:00 AM","RFA-OT-A1-009","1OT2TR003436-01","1","OT2","TR","003436","01"," ","BECK, TYLER","1/24/2020 12:00:00 AM","1/23/2022 12:00:00 AM","ZTR1-SRC(99)"," ","9983770","SANTOS, EUGENE ","Not Applicable","02","Unavailable","041027822","US","43.709674","-72.286767","2021601","DARTMOUTH COLLEGE","HANOVER","NH","Domestic Higher Education","037551421","UNITED STATES","N","1/24/2020 12:00:00 AM","1/23/2021 12:00:00 AM","350","Other","2020","682929"," ","NCATS","540770","142159"," ","682929",
"Bioengineering; Coronaviruses; Networking and Information Technology R&D (NITRD)","Area;Clinical Informatics;Clinical Research;Collaborations;Communities;Computer software;Ecosystem;Evaluation;Evolution;Goals;Health;Health Science Library;Health Sciences;Healthcare;Human;Informatics;Information Sciences;Infrastructure;Leadership;Longevity;Methods;Modeling;Oregon;Rare Diseases;Research;Research Institute;Resources;Science;Services;The Jackson Laboratory;Training;Translational Research;Universities;Vendor;Washington;biomedical informatics;cohort;coronavirus disease;digital;health record;informatics infrastructure;informatics tool;innovation;open data;tool","CD2H - The National COVID Cohort Collaborative (N3C) IDeA CTR Collaboration","NARRATIVE
We propose to create a national network for enabling digital health research, innovation, and continuous
improvement. The goal is to use information science to impact the way that health care functions and the lives
of those it serves
!","NCATS","10213384","9/9/2020 12:00:00 AM","PA-18-591","3U24TR002306-04S2","3","U24","TR","002306","04","S","MISQUITTA, LEONIE","9/20/2017 12:00:00 AM","6/30/2021 12:00:00 AM"," "," ","1869835","HAENDEL, MELISSA A","CHUTE, CHRISTOPHER G; EICHMANN, DAVID A.; GUINNEY, JUSTIN ; WILCOX, ADAM BENJAMIN","03","NONE","096997515","US","45.499316","-122.688464","6297007","OREGON HEALTH & SCIENCE UNIVERSITY","PORTLAND","OR","LIBRARIES","972393098","UNITED STATES","N","9/10/2020 12:00:00 AM","6/30/2021 12:00:00 AM","350","Other Research-Related","2020","300333"," ","NIGMS","300333"," ","Reg-CV","300333",
"Genetics; Human Genome; Networking and Information Technology R&D (NITRD)","Address;Aloral;Architecture;Bioinformatics;Biological;Catalogs;Cell physiology;Chromatin;ClinVar;Collection;Complex;Computational Biology;Computational algorithm;Data;Data Set;Data Sources;Databases;Disease;Disease susceptibility;Feasibility Studies;Foundations;Genes;Genetic;Genetic Diseases;Genomic Segment;Goals;Gold;Graph;Human;Human Genetics;Interview;Knowledge;Knowledge Portal;Link;Mediating;Methodology;Methods;Modeling;Molecular;Online Mendelian Inheritance In Man;Pathogenesis;Pathway interactions;Positioning Attribute;Protocols documentation;Provider;Rare Diseases;Resources;Risk;Running;Science;Services;Source;Specific qualifier value;Susceptibility Gene;System;Techniques;Testing;Tissues;Translating;Translations;United States National Institutes of Health;Untranslated RNA;Vision;base;causal variant;complex data ;computational pipelines;computer science;data analysis pipeline;data harmonization;data integration;disease classification;disorder risk;epigenomics;functional genomics;genetic association;genetic variant;genomic data;human disease;improved;insight;open source;programs;tool;web portal","A Complex Disease Genetics Knowledge Provider for Biomedical Data Translator","n/a","NCATS","10056863","1/23/2020 12:00:00 AM","RFA-OT-A1-009","1OT2TR003433-01","1","OT2","TR","003433","01"," ","BECK, TYLER","1/23/2020 12:00:00 AM","1/22/2022 12:00:00 AM","ZTR1-SRC(99)"," ","11009964","FLANNICK, JASON ","Not Applicable","07","Unavailable","623544785","US","42.363318","-71.087781","10021177","BROAD INSTITUTE, INC.","CAMBRIDGE","MA","Research Institutes","021421027","UNITED STATES","N","1/23/2020 12:00:00 AM","1/22/2021 12:00:00 AM","350","Other","2020","530030"," ","NCATS","338736","191294"," ","530030",
"No NIH Category available","Alabama;Back;Complex;Data;Logic;Performance;Programming Languages;Universities;tool","Biomedical Data Translator Technical Feasibility Assessment of Reasoning Tool: University of Alabama at Birmingham","n/a","NCATS","9855372","2/13/2019 12:00:00 AM"," ","3OT2TR002517-01S1","3","OT2","TR","002517","01","S","COLVIS, CHRISTINE","12/29/2018 12:00:00 AM","12/28/2019 12:00:00 AM","ZTR1-SRC(99)"," ","14299082","MIGHT, MATTHEW BRENDON","Not Applicable","07","INTERNAL MEDICINE/MEDICINE","063690705","US","33.506935","-86.809252","1288803","UNIVERSITY OF ALABAMA AT BIRMINGHAM","BIRMINGHAM","AL","SCHOOLS OF MEDICINE","352940001","UNITED STATES","N","12/29/2018 12:00:00 AM","12/28/2019 12:00:00 AM","350","Other","2019","517330"," ","NCATS","348379","168951"," ","517330",
"Bioengineering; Machine Learning and Artificial Intelligence; Networking and Information Technology R&D (NITRD)","Address;Affect;Animal Model;Architecture;Awareness;Basic Science;Biological;Biomedical Research;Clinical;Clinical Data;Clinical Sciences;Data;Data Set;Disease;Genetic;Goals;Graph;Knowledge;Knowledge Discovery;Language;Link;Machine Learning;Metabolic;Methods;Modeling;Molecular;Ontology;Pathogenicity;Pathway Analysis;Pathway interactions;Patients;Pharmacology;Physiological;Proteins;Proteomics;Quality Control;Reproducibility;Research Personnel;Science;Scientist;Semantics;Series;Signs and Symptoms;Source;System;Techniques;Technology;Time;Translational Research;Translations;Treatment outcome;Update;Variant;Vision;base;cell type;clinical phenotype;comparative effectiveness;design;disorder subtype;genetic variant;innovation;insight;interoperability;molecular domain;multi-scale modeling;novel;prototype;text searching;user-friendly","Biomedical Data Translator Technical Feasibility Assessment and Architecture Design","n/a","NCATS","9855180","2/13/2019 12:00:00 AM"," ","3OT3TR002027-01S2","3","OT3","TR","002027","01","S","COLVIS, CHRISTINE","9/25/2016 12:00:00 AM","12/31/2019 12:00:00 AM","ZTR1-SRC(99)"," ","9643350","TATONETTI, NICHOLAS P","DUMONTIER, MICHEL ; WENG, CHUNHUA ","13","INTERNAL MEDICINE/MEDICINE","621889815","US","40.841253","-73.940404","1833205","COLUMBIA UNIVERSITY HEALTH SCIENCES","NEW YORK","NY","SCHOOLS OF MEDICINE","100323725","UNITED STATES","N","1/1/2019 12:00:00 AM","12/31/2019 12:00:00 AM","350","Other","2019","702655"," ","NCATS","512847","189808"," ","702655",
"Bioengineering; Networking and Information Technology R&D (NITRD); Rare Diseases","Algorithms;Apoptosis;Architecture;Basic Science;Biological;Clinical;Clinical Data;Computer software;Data;Data Sources;Diagnosis;Disease;Distant;Elements;Event;Familiarity;Functional disorder;Genes;Graph;Infrastructure;Intelligence;Knowledge;Lead;Leadership;Link;Literature;Metadata;Methodology;Methods;Modeling;Molecular;Pathway interactions;Patients;Phenotype;Positioning Attribute;Probability;Rare Diseases;Reproducibility;Selection for Treatments;Semantics;Source;System;TP53 gene;Taxonomy;Techniques;Testing;Tissues;Variant;Vision;Zebrafish;base;cell type;crowdsourcing;data integration;data resource;design;disease classification;disease diagnosis;disease phenotype;experience;innovation;interoperability;knock-down;member;multimodal data;open data;outcome forecast;scaffold;translational pipeline","Biomedical Data Translator Technical Feasibility Assessment and Architecture Design","n/a","NCATS","9855095","2/13/2019 12:00:00 AM"," ","3OT3TR002019-01S4","3","OT3","TR","002019","01","S","COLVIS, CHRISTINE","9/23/2016 12:00:00 AM","3/31/2020 12:00:00 AM","ZTR1-SRC(99)"," ","7569861","CHUTE, CHRISTOPHER G","HAENDEL, MELISSA A; MUNGALL, CHRISTOPHER J","07","INTERNAL MEDICINE/MEDICINE","001910777","US","39.329164","-76.617855","4134401","JOHNS HOPKINS UNIVERSITY","BALTIMORE","MD","SCHOOLS OF MEDICINE","212182680","UNITED STATES","N","1/1/2019 12:00:00 AM","3/31/2020 12:00:00 AM","350","Other","2019","1562568"," ","NCATS","1410957","151611"," ","1562568",
"Cancer; Clinical Research; Data Science; Networking and Information Technology R&D (NITRD)","Address;Affect;Architecture;Big Data;Biological;CRH gene;Cancer Patient;Cancer Survivor;Caring;Clinic;Clinical;Clinical Data;Collaborations;Communities;Data;Data Analyses;Data Analytics;Data Set;Data Sources;Databases;Diabetes Mellitus;Dimensions;Disease;Drug Interactions;Functional disorder;Future;Gene Proteins;Genes;Genome;Graph;Heterogeneity;Housing;Human;Hybrids;Individual;Infrastructure;Joints;Knowledge;Learning;Literature;Machine Learning;Malignant Neoplasms;Manuals;Measures;Medicine;Molecular;Monitor;Nature;Output;Pathogenesis;Pathway interactions;Patients;Phenotype;Population;Provider;Research;Research Personnel;Resources;SNOMED Clinical Terms;Saint Jude Children&apos;s Research Hospital;Source;Structure;Testing;Translating;Translations;base;cohort;data integration;data mining;design;high dimensionality;improved;innovation;inter-individual variation;interoperability;knowledge base;lexical;molecular assembly/self assembly;multidimensional data;new technology;transcriptome","Biomedical Data Translator Technical Feasibility Assessment and Architecture Design","n/a","NCATS","9853317","1/31/2019 12:00:00 AM"," ","3OT3TR002026-01S2","3","OT3","TR","002026","01","S","COLVIS, CHRISTINE","9/22/2016 12:00:00 AM","1/31/2020 12:00:00 AM","ZTR1-SRC(99)"," ","9454292","HUANG, SUI ","GLUSMAN, GUSTAVO ","07","Unavailable","135646524","US","47.622042","-122.337243","4106301","INSTITUTE FOR SYSTEMS BIOLOGY","SEATTLE","WA","Research Institutes","981095263","UNITED STATES","N","2/1/2019 12:00:00 AM","1/31/2020 12:00:00 AM","350","Other","2019","855741"," ","NCATS","597609","258132"," ","855741",
"Data Science; Networking and Information Technology R&D (NITRD)","Collaborations;Data;Data Science;Disease;Genes;Human;Information Retrieval;Institutes;Logistic Regressions;Maps;Participant;Pharmaceutical Preparations;Pythons;System;Text;Training;Universities;base;computer science;open source;prototype;tool","Biomedical Data Translator Technical Feasibility Assessment of Reasoning Tool: Stanford University","n/a","NCATS","9855281","2/13/2019 12:00:00 AM"," ","3OT2TR002515-01S1","3","OT2","TR","002515","01","S","COLVIS, CHRISTINE","12/29/2018 12:00:00 AM","6/30/2020 12:00:00 AM","ZTR1-SRC(99)"," ","6620309","ALTMAN, RUSS BIAGIO","Not Applicable","18","BIOMEDICAL ENGINEERING","009214214","US","37.429038","-122.178178","8046501","STANFORD UNIVERSITY","STANFORD","CA","SCHOOLS OF MEDICINE","943052004","UNITED STATES","N","12/29/2018 12:00:00 AM","6/30/2020 12:00:00 AM","350","Other","2019","408847"," ","NCATS","264254","144593"," ","408847",
"No NIH Category available","Algorithms;Binding;Biological;Data;Databases;Drug Targeting;Graph;Imatinib;Institutes;Knowledge;Lifting;Modeling;Pharmaceutical Preparations;Process;Retrieval;Standardization;Uncertainty;improved;prototype;tool"," Biomedical Data Translator Technical Feasibility Assessment of Reasoning Tool: Broad Institute","n/a","NCATS","9852082","1/23/2019 12:00:00 AM"," ","3OT2TR002584-01S1","3","OT2","TR","002584","01","S","COLVIS, CHRISTINE","8/1/2018 12:00:00 AM","12/28/2018 12:00:00 AM","ZTR1-SRC(99)"," ","1879023","CLEMONS, PAUL ANDREW","Not Applicable","07","Unavailable","623544785","US","42.363318","-71.087781","10021177","BROAD INSTITUTE, INC.","CAMBRIDGE","MA","Research Institutes","021421027","UNITED STATES","N","8/1/2018 12:00:00 AM","12/28/2018 12:00:00 AM","350","Other","2019","422447"," ","NCATS","247045","175402"," ","422447",
"No NIH Category available","Address;Biological;Biomedical Research;Cell physiology;Clinic;Clinical;Clinical Data;Communities;Complex;Computer Assisted;Data;Data Sources;Disease;Environmental Exposure;Etiology;Event;Functional disorder;Generations;Goals;Human;Knowledge;Left;Manuals;Medical;Molecular;Pharmaceutical Preparations;Publishing;Research;Research Personnel;Resources;Scientist;Services;Signs and Symptoms;Source;System;Translational Research;base;cohesion;computerized tools;computing resources;data mining;design;disease classification;falls;human disease;insight;multimodality;open source;programs;response;therapeutic development;tool","NCATS Biomedical Data Translator Program","n/a","NCATS","10041621"," "," ","1ZIATR000276-03","1","ZIA","TR","000276","03"," "," "," "," "," "," ","14380147","SOUTHALL, NOEL ","Not Applicable","n/a","Unavailable"," "," "," "," "," ","NATIONAL CENTER FOR ADVANCING TRANSLATIONAL SCIENCES"," "," ","Other Domestic Non-Profits"," ","UNITED STATES","N"," "," "," ","Intramural Research","2019","600000"," ","NCATS"," "," "," ","600000",
"No NIH Category available","Address;Biological;Clinical;Clinical Data;Clinical Research;Comorbidity;Data;Detection;Development;Disease;Drug effect disorder;Generations;Genetic Diseases;Graph;Knowledge;Link;Literature;Medical;North Carolina;Outcome;Pathway interactions;Pharmaceutical Preparations;PubMed;Publishing;Source;Subject Headings;Time;Translating;Translational Research;Universities;disease phenotype;multidisciplinary;new therapeutic target;novel;programs;tool;user friendly software","Biomedical Data Translator Technical Feasibility Assessment of Reasoning Tool: University of North Carolina at Chapel Hill","n/a","NCATS","9860194","2/6/2019 12:00:00 AM"," ","3OT2TR002514-01S1","3","OT2","TR","002514","01","S","COLVIS, CHRISTINE","1/5/2018 12:00:00 AM","12/31/2020 12:00:00 AM","ZTR1-SRC(99)"," ","2797832","TROPSHA, ALEXANDER ","Not Applicable","04","PHARMACOLOGY","608195277","US","35.926939","-79.038605","578206","UNIV OF NORTH CAROLINA CHAPEL HILL","CHAPEL HILL","NC","SCHOOLS OF PHARMACY","275990001","UNITED STATES","N","1/5/2019 12:00:00 AM","12/31/2020 12:00:00 AM","350","Other","2019","882674"," ","NCATS","715875","166799"," ","882674",
"Bioengineering; Data Science; Networking and Information Technology R&D (NITRD)","Algorithms;Architecture;Area;Benchmarking;Clinical;Clinical Data;Clinical Informatics;Clinical Research;Collaborations;Common Data Element;Communities;Community of Practice;Computer software;Cultural Evolution;Data;Data Analyses;Data Quality;Data Set;Development;Discipline;Ecosystem;Evaluation;Evolution;FAIR principles;Fast Healthcare Interoperability Resources;Foundations;Goals;Gold;Health;Health Science Library;Health Sciences;Healthcare;Human;Individual;Informatics;Information Resources;Information Sciences;Information Technology;Infrastructure;Institution;Knowledge;Leadership;Learning;Licensing;Longevity;Metadata;Methodology;Methods;Modeling;Morphologic artifacts;Oregon;Outcome;Patients;Process;Public Health Informatics;Quality Control;Rare Diseases;Reporting;Research;Research Institute;Resources;Scanning;Science;Services;Software Engineering;Software Tools;Synapses;System;Technology;The Jackson Laboratory;Training;Translational Research;United States National Institutes of Health;Universities;Update;Vendor;Vision;Washington;Work;base;biomedical informatics;cloud based;collaborative approach;collaborative environment;data modeling;data sharing;design;digital;experience;health care quality;health record;improved;informatics infrastructure;informatics tool;innovation;interoperability;invention;open data;open source;quality assurance;software development;success;tool","A National Center for Digital Health Informatics Innovation","NARRATIVE
We propose to create a national network for enabling digital health research, innovation, and continuous
improvement. The goal is to use information science to impact the way that health care functions and the lives
of those it serves
!","NCATS","9730670","6/25/2019 12:00:00 AM","RFA-TR-17-006","5U24TR002306-03","5","U24","TR","002306","03"," ","MISQUITTA, LEONIE","9/20/2017 12:00:00 AM","6/30/2022 12:00:00 AM","ZTR1-CI-9(01)"," ","1869835","HAENDEL, MELISSA A","CHUTE, CHRISTOPHER G; EICHMANN, DAVID A.; GUINNEY, JUSTIN ; WILCOX, ADAM BENJAMIN","03","NONE","096997515","US","45.499316","-122.688464","6297007","OREGON HEALTH & SCIENCE UNIVERSITY","PORTLAND","OR","LIBRARIES","972393098","UNITED STATES","N","7/1/2019 12:00:00 AM","6/30/2020 12:00:00 AM","350","Other Research-Related","2019","4922856"," ","NCATS","5004994","239913"," ","4922856",
"No NIH Category available","Algorithms;Binding;Biological;Data;Databases;Drug Targeting;Graph;Imatinib;Institutes;Knowledge;Lifting;Modeling;Pharmaceutical Preparations;Process;Retrieval;Standardization;Uncertainty;improved;prototype;tool"," Biomedical Data Translator Technical Feasibility Assessment of Reasoning Tool: Broad Institute","n/a","NCATS","9860370","2/7/2019 12:00:00 AM"," ","3OT2TR002584-01S2","3","OT2","TR","002584","01","S","COLVIS, CHRISTINE","4/1/2018 12:00:00 AM","5/15/2020 12:00:00 AM","ZTR1-SRC(99)"," ","1879023","CLEMONS, PAUL ANDREW","Not Applicable","07","Unavailable","623544785","US","42.363318","-71.087781","10021177","BROAD INSTITUTE, INC.","CAMBRIDGE","MA","Research Institutes","021421027","UNITED STATES","N","12/29/2018 12:00:00 AM","5/15/2020 12:00:00 AM","350","Other","2019","759456"," ","NCATS","444126","315330"," ","759456",
"Bioengineering; Clinical Research","Address;Architecture;Clinical;Clinical Research;Collaborations;Collection;Complex;Data;Data Analyses;Data Sources;Development;Disease;Health;Human;Informatics;Ingestion;Institution;Measures;Medical;Metadata;Modeling;Molecular;Nurses;Pathway interactions;Pharmaceutical Preparations;Policies;Protocols documentation;Research Personnel;Scientist;Socialization;Support System;System;Systems Biology;Time;Training;Translational Research;Update;Vision;design;disease transmission;dynamic system;improved;interdisciplinary collaboration;open source;prototype;tool","Biomedical Data Translator Technical Feasibility Assessment and Architecture Design","n/a","NCATS","9860302","2/7/2019 12:00:00 AM"," ","3OT3TR002020-01S3","3","OT3","TR","002020","01","S","COLVIS, CHRISTINE","9/24/2016 12:00:00 AM","12/31/2020 12:00:00 AM","ZTR1-SRC(99)"," ","8850713","AHALT, STANLEY CARLTON","TROPSHA, ALEXANDER ","04","BIOSTATISTICS & OTHER MATH SCI","608195277","US","35.926939","-79.038605","578206","UNIV OF NORTH CAROLINA CHAPEL HILL","CHAPEL HILL","NC","SCHOOLS OF ARTS AND SCIENCES","275990001","UNITED STATES","N","1/1/2019 12:00:00 AM","12/31/2020 12:00:00 AM","350","Other","2019","822173"," ","NCATS","532278","289895"," ","822173",
"Networking and Information Technology R&D (NITRD)","Aloral;Benchmarking;Characteristics;Client;Cloud Computing;Code;Computer software;Data;Databases;Disease;Docking;Future;Genetic Diseases;Graph;Hand;Hour;Human;Knowledge;Metadata;Methods;Modeling;Online Mendelian Inheritance In Man;Ontology;Oregon;Pathway interactions;Performance;Pharmaceutical Preparations;Phenotype;Preparation;Process;Protocols documentation;PubMed;Pythons;Response Latencies;Running;Seeds;Side;Source;Source Code;System;Universities;base;cloud based;flexibility;indexing;prototype;response;tool","Biomedical Data Translator Technical Feasibility Assessment of Reasoning Tool: Oregon State University","n/a","NCATS","9853090","2/20/2019 12:00:00 AM"," ","3OT2TR002520-01S1","3","OT2","TR","002520","01","S","COLVIS, CHRISTINE","12/29/2017 12:00:00 AM","12/28/2020 12:00:00 AM","ZTR1-SRC(99)"," ","8434665","RAMSEY, STEPHEN A.","DEUTSCH, ERIC ","04","NONE","053599908","US","44.569006","-123.277867","6297004","OREGON STATE UNIVERSITY","CORVALLIS","OR","SCHOOLS OF PUBLIC HEALTH","973318555","UNITED STATES","N","12/29/2018 12:00:00 AM","12/28/2020 12:00:00 AM","350","Other","2019","612114"," ","NCATS","515718","96396"," ","612114",
